bug_id,long_description,severity_category
SEAMONKEY-224672,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 de-AT rv:1.5) Gecko/20031007
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 de-AT rv:1.5) Gecko/20031007

If I set the attribute usemap and fill in the name of the map with #mapname
(Mozilla shows the image map with and without # before mapname IE6 needs the #)
it is always changed into #testing when I close the box with the o.k.-button

Reproducible: Always

Steps to Reproduce:
1. open image properties
2. set attribute usemap=#mapname (mapname is an example cvould be everything)
3. close box image properties with o.k.


Actual Results:  
attribute usemap has changed into usemap=#testing

Expected Results:  
usemap=#mapname

workaround: set usemap=mapname and change it into usemap=#mapname in HTML source",minor
TOOLKIT-385591,It seems to me that almost everything in db/sqlite3/README.MOZILLA is obsolete now after the update to 3.1.17. It should be updated to document what Shawn did with the update once it is complete.,minor
CALENDAR-202620,"User-Agent:       Mozilla/5.0 (Windows U Win 9x 4.90 en-US rv:1.0.2) Gecko/20021216
Build Identifier: Mozilla/5.0 (Windows U Win 9x 4.90 en-US rv:1.0.2) Gecko/20021216

The alarm works fine if you are working with only a single opened window. But
when you had opened several windows (e.g. when you are working with an excel
spreadsheet opened a explorer window and another Mozilla navigator sitting
behind) when the alarm is triggered an alarm box will be opened BUT it is
opened behind all the other windows therefore not serving the purpose as the
user will not see it.

Reproducible: Always

Steps to Reproduce:
1.set event alarm
2.open multiple windows using various application software
3.

Actual Results:  
Alarm window opened but behind all the other windows

Expected Results:  
Alarm window should opened onto the top most window to alert user.",major
CAMINO_GRAVEYARD-295165,"The 32x32 icons in fileHtml.icns and fileBookmark.icns have a wrongly-white
pixel in their upper right (right on the edge of the dog-ear). It's very
apparent when the icons are against a black background. Changing the pixel to
black and tweaking the alpha channel for that pixel to match another pixel on
the diagonal makes the pixel blend much more acceptably.",trivial
FIREFOX-357843,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8.0.7) Gecko/20060909 Firefox/1.5.0.7
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8.0.7) Gecko/20060909 Firefox/1.5.0.7

I am running latest Firefox on WinXP SP2. Every time I start up I have to go to Options>Privacy>Cookies and reset Allow sites to set cookies so I can get into sites that store my identity in cookies. Without doing this I cannot get into my.yahoo.com even by signing in because the attempt to get into the next page fails with no cookie.

Reproducible: Always

Steps to Reproduce:
1. Check Allow sites to set cookies 
2. Close Firefox
3. Go to my.yahoo.com

Actual Results:  
1. Instead of getting to my home page it goes to generic page with a sign in link. 
2. I sign in
3. It tells me Yahoo unable to set or retieve cookies and I must change mu settings.
4. I change setting as above and Yahoo works perfectly.
5. I close Firefox
6. I reopen firefox and go to my.yahoo.com
7. Repeats as above


Expected Results:  
Since I have stored an identity cookie which Firefox recognizes after I check Allow sites to set cookies Yahoo opens my personal home page.

This has not happened before. It just started happening about 5 days ago. I'm assuming Firefox updated itself with one or more patches at that time and one of them created this problem.
Since this has not been reported before It may be because of interaction with one of my installed extensions (I have many of them).",major
MOZILLA_MESSAGING-462685,The way the build logs end with a call to hdiutil and then... nothing? Entirely too familiar. The way the nightly log ends with the m-c revision's tinderboxprint? Both unfamiliar and unhelpful.,blocker
CORE-590695,"Seen while reviewing the new Firefox B4 crashes. http://tinyurl.com/2495y7a links to the crashes which are all Windows. I have not been able to reproduce on Windows 7 using either B4 or the trunk.

The 3 comments all mention crashing while viewing an HTML5 video in Full screen.

Frame  	Module  	Signature [Expand]  	Source
0 	xul.dll 	mozilla::layers::DeviceManagerD3D9::Init 	gfx/layers/d3d9/DeviceManagerD3D9.cpp:269
1 	xul.dll 	mozilla::layers::LayerManagerD3D9::Initialize 	gfx/layers/d3d9/LayerManagerD3D9.cpp:76
2 	xul.dll 	PresShell::DocumentStatesChanged 	layout/base/nsPresShell.cpp:4940
3 	xul.dll 	nsDocument::DocumentStatesChanged 	content/base/src/nsDocument.cpp:4109
4 	xul.dll 	NotifyDocumentTree 	dom/base/nsGlobalWindow.cpp:6897
5 	xul.dll 	nsGlobalWindow::SetActive 	dom/base/nsGlobalWindow.cpp:6905
6 	xul.dll 	nsGlobalWindow::ActivateOrDeactivate 	dom/base/nsGlobalWindow.cpp:6889
7 	xul.dll 	nsXULWindow::GetEnabled 	xpfe/appshell/src/nsXULWindow.cpp:839
8 	xul.dll 	nsFocusManager::WindowRaised 	dom/base/nsFocusManager.cpp:669
9 	xul.dll 	nsCOMPtr_base::assign_from_gs_contractid 	obj-firefox/xpcom/build/nsCOMPtr.cpp:132
10 	xul.dll 	nsWebShellWindow::HandleEvent 	xpfe/appshell/src/nsWebShellWindow.cpp:436
11 	user32.dll 	ImeSystemHandler",critical
CORE-322683,"There is no clear regressionwindow/cause found for this bug but it is too critical to wait reporting

reported on

Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8) Gecko/20060106 Firefox/1.5 ID:2006010603
TB13674807W

and
Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.8) Gecko/20060106 Firefox/1.5 ID:2006010603
TB13673645G

Incident ID: 13674807
Stack Signature	nsScriptSecurityManager::CheckSameOriginPrincipalInternal b86a7215
Product ID	Firefox2
Build ID	2006010603
Trigger Time	2006-01-07 07:25:35.0
Platform	Win32
Operating System	Windows NT 5.1 build 2600
Module	firefox.exe + (0009fcca)
URL visited	Yahoo! Beta Mail
User Comments	
Since Last Crash	3730 sec
Total Uptime	3730 sec
Trigger Reason	Access violation
Source File Line No.	c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/caps/src/nsScriptSecurityManager.cpp line 849
Stack Trace 	
nsScriptSecurityManager::CheckSameOriginPrincipalInternal  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/caps/src/nsScriptSecurityManager.cpp line 849]
nsScriptSecurityManager::CheckSameOriginPrincipal  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/caps/src/nsScriptSecurityManager.cpp line 596]
nsGenericElement::doReplaceChild  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/content/base/src/nsGenericElement.cpp line 3583]
nsDocument::ReplaceChild  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/content/base/src/nsDocument.cpp line 3526]
XPCWrappedNative::CallMethod  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/xpconnect/src/xpcwrappednative.cpp line 2139]
XPC_WN_CallMethod  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/xpconnect/src/xpcwrappednativejsops.cpp line 1444]
js_Invoke  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/jsinterp.c line 1177]
js_Interpret  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/jsinterp.c line 3523]
js_Invoke  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/jsinterp.c line 1197]
js_Interpret  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/jsinterp.c line 3523]
js_Invoke  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/jsinterp.c line 1197]
fun_apply  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/jsfun.c line 1606]
js_Invoke  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/jsinterp.c line 1177]
js_Interpret  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/jsinterp.c line 3523]
js_Invoke  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/jsinterp.c line 1197]
nsXPCWrappedJSClass::CallMethod  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/xpconnect/src/xpcwrappedjsclass.cpp line 1369]
nsXPCWrappedJS::CallMethod  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/js/src/xpconnect/src/xpcwrappedjs.cpp line 462]
SharedStub  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/xpcom/reflect/xptcall/src/md/win32/xptcstubs.cpp line 147]
nsXMLHttpRequest::ChangeState  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/extensions/xmlextras/base/src/nsXMLHttpRequest.cpp line 1857]
nsXMLHttpRequest::RequestCompleted  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/extensions/xmlextras/base/src/nsXMLHttpRequest.cpp line 1411]
nsXMLHttpRequest::OnStopRequest  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/extensions/xmlextras/base/src/nsXMLHttpRequest.cpp line 1359]
nsMultipartProxyListener::OnStopRequest  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/extensions/xmlextras/base/src/nsXMLHttpRequest.cpp line 202]",critical
INFRASTRUCTURE_&_OPERATIONS_GRAVEYARD-527148,We'll need to push the 5 years of Firefox website live this weekend.  We could either do it Saturday afternoon or 10am Sunday.  I plan on being around to help.,minor
CAMINO_GRAVEYARD-153073,"If you make a Find Again (Cmd-G) and if the searched string is visible on the
same screen the previous selected text remains highlighted (selected). If
several searched items are on the same screen you'll get several highlighted text.",minor
TECH_EVANGELISM_GRAVEYARD-296709,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.7.8) Gecko/20050511 Firefox/1.0.4
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.7.8) Gecko/20050511 Firefox/1.0.4

I maintain a small wiki which uses various methods to remain search enginge
friendly including a friendly URL.

However it appears as if the hosting server Sourceforge reports HTTP headers
which cause Mozilla to drop the POST of data. Specifically its HTTP/1.x 302
Found. Mozilla issues a GET request to the URL instead of a POST request with
the data.

Attached is the session log for Live HTTP Headers


Reproducible: Always

Steps to Reproduce:
1. Post data to a form via POST
2. Server reports HTTP/1.x 302 Found
3. Mozilla reissues request with GET header data is lost.

Actual Results:  
Wiki software reports strange bug i.e. not being to able read any of the
data posted to it since Mozilla isn't posting it directly. All posted data is
lost.

Expected Results:  
1. Post data to a form via POST
2. Server reports HTTP/1.x 302 Found
3. Mozilla reissues correct request with POST header and all data",critical
CAMINO_GRAVEYARD-311106,"With the new (new being a relative term as this has been in effect for at
least a few months now) Go menu we create unnecessary folders when the user's
History is set to less than seven (7) days.

For example if History is set to three (3) days we still create folders in the
Go menu for four five six and seven days ago. We should be smart enough to
create only the folders we'll need and not the folders we don't.",minor
CORE-236853,"User-Agent:       Mozilla/5.0 (X11 U Linux i686 en-US rv:1.7b) Gecko/20040306
Build Identifier: Mozilla/5.0 (X11 U Linux i686 en-US rv:1.7b) Gecko/20040306

When a XUL template containing an SVG text element is instantiated Mozilla
crashes in nsSVGGlyphFrame::BuildGlyphFragmentTree(). A superficial glance at
the arguments reveals what appears to be junk. (If the text element is moved
outside the template everything is OK.)

Reproducible: Always
Steps to Reproduce:
1.Download the attached files svgtextexample.rdf & svgtextexample.xul and
place them in the same directory.
2.Open svgtextexample.xul in a Mozilla client with native SVG support


Actual Results:  
Mozilla crashes in nsSVGGlyphFrame::BuildGlyphFragmentTree()

Expected Results:  
Mozilla should instead display the word Text.",critical
MOZILLA.ORG_GRAVEYARD-332645,"We need to know when a critical tinderbox build stops producing.   One idea on a quick way to do this was to simply monitor:

http://stage.mozilla.org/pub/mozilla.org/firefox/nightly/latest-mozilla1.8/
http://stage.mozilla.org/pub/mozilla.org/firefox/nightly/latest-trunk/

For all platforms and the equivalent for Thunderbird.  If all the files are not posted within 24 hours alerts would be kicked off.",minor
BUGZILLA-452926,"[
Warning: assignment to undeclared variable bz_alias_check_array
Source File: https://bugzilla.mozilla.org/js/field.js
Line: 210
]

Missing |var|
maybe even useless variable as inlining it could do the job too.",minor
CALENDAR-253966,"User-Agent:       Mozilla/4.0 (compatible MSIE 6.0 Windows NT 5.1)
Build Identifier: 

What about splittting calendar.css up into seperate files for each view. Then 
we could just reference the seperate css files in each view overlay. Also each 
view uses an excessive amount of boxes. The more boxes there are the slower 
the rendering will be. Could we possible eliminate some of these boxes?

Reproducible: Always
Steps to Reproduce:
1.
2.
3.",trivial
CORE-397219,"Steps to reproduce:

1. Navigate to https://bugzilla.mozilla.org/enter_bug.cgi?product=Core

2. Tab to a focusable object near the top of the page (e.g. the Reports link)

3. Launch Accerciser and locate a true label (e.g. the blocking1.8.1.8 label).  Select this label within Accerciser.

4. In Accerciser's iPython Console type the following:

  text = acc.queryText()
  text.setCaretOffset(3)

5. Alt Tab back to Minefield.  The caret should be within the label.  Arrow right or left to verify this.

6. Press Tab to move to the next focusable object

Expected results:  After step 5 focus would be removed from the location chosen in step 2.  After step 6 focus would move to the item that follows the label (e.g. the blocking1.8.1.8 combo box)

Actual results:  After step 5 focus is visually still at the location chosen in step 2.  After step 6 not surprisingly focus moves to the next focusable object that follows your location from step 2.

I am requesting that this be included among the other Firefox 3 Accessibility Commitments (bug 396346).  Aaron since I know you'll ask... :-)  I do not yet know if this is a regression or not.  My guess would be that it's something we just haven't noticed because so many forms fail to use proper labels. :-(  For those that do however the current behavior is confusing/disorienting.

Thanks!",major
THUNDERBIRD-232343,"hangs in an infinite loop spell checking the first misspelled word

I don't think the recent string useage changes in this file would cause this...",blocker
CORE-341535,"Steps to reproduce:
(1) SeaMonkey open browser.
(2) SeaMonkey open Venkman.
(3) Debug > Exclude Browser Files should be unchecked.
(4) Debug > Error Trigger Stop for Errors
(5) Debug > Throw Trigger Stop for Exceptions
(6) Type a character in the browser URL bar.
(7) Venkman will stop for an exception in popup.xml hit Continue (F5).

Expected results: SeaMonkey goes on.
Actual results: crash

>	gklayout.dll!nsCOMPtr::operator->()  Line 849 + 0x3 bytes	C++
 	gklayout.dll!nsGlobalWindow::RunTimeout(nsTimeout * aTimeout=0x00000000)  Line 6289 + 0xb bytes	C++
 	gklayout.dll!nsGlobalWindow::SetScriptsEnabled(int aEnabled=1 int aFireTimeouts=1)  Line 1850	C++
 	gklayout.dll!nsGlobalWindow::SetScriptsEnabled(int aEnabled=1 int aFireTimeouts=1)  Line 1842 + 0x5c bytes	C++
 	gklayout.dll!nsJSContext::SetScriptsEnabled(int aEnabled=1 int aFireTimeouts=1)  Line 2878	C++
 	jsd3250.dll!jsdContext::SetScriptsEnabled(int _rval=1)  Line 1654	C++
 	xpcom_core.dll!XPTC_InvokeByIndex(nsISupports * that=0x0000000f unsigned int methodIndex=1 unsigned int paramCount=1230348 nsXPTCVariant * params=0x30028b96)  Line 102	C++
 	xpc3250.dll!XPCWrappedNative::CallMethod(XPCCallContext & ccx={...} XPCWrappedNative::CallMode mode=15)  Line 2148 + 0x1e bytes	C++
 	xpc3250.dll!XPCWrappedNative::CallMethod(XPCCallContext & ccx={...} XPCWrappedNative::CallMode mode=CALL_SETTER)  Line 2148 + 0x1e bytes	C++
 	xpc3250.dll!XPCWrappedNative::SetAttribute(XPCCallContext & ccx={...})  Line 1978 + 0xe bytes	C++
 	xpc3250.dll!XPC_WN_GetterSetter(JSContext * cx=0x021215b0 JSObject * obj=0x044e0980 unsigned int argc=1 long * argv=0x05050434 long * vp=0x0012c8e4)  Line 1470 + 0x9 bytes	C++
 	js3250.dll!js_Invoke(JSContext * cx=0x021215b0 unsigned int argc=1 unsigned int flags=2)  Line 1328 + 0x20 bytes	C
 	js3250.dll!js_InternalInvoke(JSContext * cx=0x021215b0 JSObject * obj=0x044e0980 long fval=72221032 unsigned int flags=0 unsigned int argc=1 long * argv=0x0012d4d0 long * rval=0x0012d4d0)  Line 1422 + 0x14 bytes	C
 	js3250.dll!js_InternalGetOrSet(JSContext * cx=0x021215b0 JSObject * obj=0x044e0980 long id=58844040 long fval=72221032 JSAccessMode mode=JSACC_WRITE unsigned int argc=1 long * argv=0x0012d4d0 long * rval=0x0012d4d0)  Line 1482 + 0x1f bytes	C
 	js3250.dll!js_SetProperty(JSContext * cx=0x021215b0 JSObject * obj=0x044e0980 long id=58844040 long * vp=0x0012d4d0)  Line 3378 + 0x32 bytes	C
 	js3250.dll!js_Interpret(JSContext * cx=0x021215b0 unsigned char * pc=0x0381d3ed long * result=0x0012d614)  Line 3769 + 0x616 bytes	C
 	js3250.dll!js_Invoke(JSContext * cx=0x021215b0 unsigned int argc=3 unsigned int flags=2)  Line 1347 + 0x13 bytes	C
 	xpc3250.dll!nsXPCWrappedJSClass::CallMethod(nsXPCWrappedJS * wrapper=0x045d7a30 unsigned short methodIndex=3 const nsXPTMethodInfo * info=0x037adb38 nsXPTCMiniVariant * nativeParams=0x0012d970)  Line 1380 + 0x14 bytes	C++
 	xpc3250.dll!nsXPCWrappedJS::CallMethod(unsigned short methodIndex=3 const nsXPTMethodInfo * info=0x037adb38 nsXPTCMiniVariant * params=0x0012d970)  Line 466	C++
 	xpcom_core.dll!PrepareAndDispatch(nsXPTCStubBase * self=0x045d7a30 unsigned int methodIndex=3 unsigned int * args=0x0012da38 unsigned int * stackBytesToPop=0x0012da28)  Line 117 + 0x1e bytes	C++
 	xpcom_core.dll!SharedStub()  Line 147	C++
 	jsd3250.dll!jsds_ExecutionHookProc(JSDContext * jsdc=0x045d7a30 JSDThreadState * jsdthreadstate=0x04fb2f88 unsigned int type=4 void * callerdata=0x0012da9c long * rval=0x0012da90)  Line 682	C++
 	jsd3250.dll!jsds_ExecutionHookProc(JSDContext * jsdc=0x00983e20 JSDThreadState * jsdthreadstate=0x04ebd068 unsigned int type=4 void * callerdata=0x00000000 long * rval=0x0012e48c)  Line 682	C++
 	jsd3250.dll!jsd_CallExecutionHook(JSDContext * jsdc=0x00983e20 JSContext * cx=0x021215b0 unsigned int type=4 unsigned int (JSDContext * JSDThreadState * unsigned int void * long *)* hook=0x00e61600 void * hookData=0x00000000 long * rval=0x0012e48c)  Line 177 + 0x17 bytes	C
 	jsd3250.dll!jsd_ThrowHandler(JSContext * cx=0x021215b0 JSScript * script=0x03113980 unsigned char * pc=0x031139ee long * rval=0x0012e48c void * closure=0x00983e20)  Line 149 + 0x1b bytes	C
 	js3250.dll!js_Interpret(JSContext * cx=0x021215b0 unsigned char * pc=0x031139ee long * result=0x0012e5d0)  Line 6116 + 0x26 bytes	C
 	js3250.dll!js_Invoke(JSContext * cx=0x021215b0 unsigned int argc=2 unsigned int flags=2)  Line 1347 + 0x13 bytes	C
 	xpc3250.dll!nsXPCWrappedJSClass::CallMethod(nsXPCWrappedJS * wrapper=0x0343cef0 unsigned short methodIndex=4 const nsXPTMethodInfo * info=0x0351de00 nsXPTCMiniVariant * nativeParams=0x0012e92c)  Line 1380 + 0x14 bytes	C++
 	xpc3250.dll!nsXPCWrappedJS::CallMethod(unsigned short methodIndex=4 const nsXPTMethodInfo * info=0x0351de00 nsXPTCMiniVariant * params=0x0012e92c)  Line 466	C++
 	xpcom_core.dll!PrepareAndDispatch(nsXPTCStubBase * self=0x0343cef0 unsigned int methodIndex=4 unsigned int * args=0x0012e9f4 unsigned int * stackBytesToPop=0x0012e9e4)  Line 117 + 0x1e bytes	C++
 	xpcom_core.dll!SharedStub()  Line 147	C++
 	appcomps.dll!nsGlobalHistory::OnStartLookup(const unsigned short * searchString=0x03934bc8 nsIAutoCompleteResults * previousSearchResult=0x00000000 nsIAutoCompleteListener * listener=0x04f4ef50)  Line 4226	C++
 	appcomps.dll!nsGlobalHistory::OnStartLookup(const unsigned short * searchString=0x04980c20 nsIAutoCompleteResults * previousSearchResult=0x00000000 nsIAutoCompleteListener * listener=0x0343cef0)  Line 4226	C++
 	xpcom_core.dll!XPTC_InvokeByIndex(nsISupports * that=0x0012ec20 unsigned int methodIndex=1240580 unsigned int paramCount=13243979 nsXPTCVariant * params=0x034f9740)  Line 102	C++
 	xpc3250.dll!AutoJSSuspendRequest::SuspendRequest()  Line 3151 + 0xd bytes	C++
 	xpc3250.dll!XPCWrappedNative::CallMethod(XPCCallContext & ccx={...} XPCWrappedNative::CallMode mode=CALL_METHOD)  Line 2148 + 0x1e bytes	C++
 	xpc3250.dll!XPC_WN_CallMethod(JSContext * cx=0x021215b0 JSObject * obj=0x03518580 unsigned int argc=3 long * argv=0x050500d8 long * vp=0x0012ef40)  Line 1446 + 0xb bytes	C++
 	js3250.dll!js_Invoke(JSContext * cx=0x021215b0 unsigned int argc=3 unsigned int flags=0)  Line 1328 + 0x20 bytes	C
 	js3250.dll!js_Interpret(JSContext * cx=0x021215b0 unsigned char * pc=0x0336d781 long * result=0x0012faa8)  Line 4017 + 0xf bytes	C
 	js3250.dll!js_Invoke(JSContext * cx=0x021215b0 unsigned int argc=3 unsigned int flags=2)  Line 1347 + 0x13 bytes	C
 	js3250.dll!js_InternalInvoke(JSContext * cx=0x021215b0 JSObject * obj=0x0210c470 long fval=54184200 unsigned int flags=0 unsigned int argc=3 long * argv=0x050a0ec0 long * rval=0x0012fbec)  Line 1422 + 0x14 bytes	C
 	js3250.dll!JS_CallFunctionValue(JSContext * cx=0x021215b0 JSObject * obj=0x0210c470 long fval=54184200 unsigned int argc=3 long * argv=0x050a0ec0 long * rval=0x0012fbec)  Line 4347 + 0x1f bytes	C
 	gklayout.dll!nsJSContext::CallEventHandler(nsISupports * aTarget=0x021d6768 void * aScope=0x0210c470 void * aHandler=0x033ac908 nsIArray * aargv=0x050a8f9c nsIVariant * * arv=0x0012fca4)  Line 1585 + 0x21 bytes	C++
 	gklayout.dll!nsGlobalWindow::RunTimeout(nsTimeout * aTimeout=0x04cd72d8)  Line 6443 + 0xab bytes	C++
 	gklayout.dll!nsGlobalWindow::TimerCallback(nsITimer * aTimer=0x0335e6e0 void * aClosure=0x04cd72d8)  Line 6764	C++
 	xpcom_core.dll!nsTimerImpl::Fire()  Line 400 + 0x13 bytes	C++
 	xpcom_core.dll!nsTimerEvent::Run()  Line 486	C++
 	xpcom_core.dll!nsThread::ProcessNextEvent(int mayWait=1 int * result=0x0012fe04)  Line 483	C++
 	xpcom_core.dll!NS_ProcessNextEvent_P(nsIThread * thread=0x00398d88 int mayWait=1)  Line 225 + 0x16 bytes	C++
 	gkwidget.dll!nsBaseAppShell::Run()  Line 153 + 0xc bytes	C++
 	appcomps.dll!nsAppStartup::Run()  Line 219	C++
 	seamonkey.exe!main1(int argc=1 char * * argv=0x00394ca8 nsISupports * nativeApp=0x009c72a0)  Line 1238 + 0x22 bytes	C++
 	seamonkey.exe!main(int argc=1 char * * argv=0x00394ca8)  Line 1740 + 0x25 bytes	C++
 	seamonkey.exe!__tmainCRTStartup()  Line 586 + 0x19 bytes	C
 	seamonkey.exe!mainCRTStartup()  Line 403	C
 	kernel32.dll!7c816d4f() 	
 	[Frames below may be incorrect and/or missing no symbols loaded for kernel32.dll]	
 	kernel32.dll!7c8399f3()",critical
CORE-395397,"Created attachment 280078
Process Gecko events on demand using a CFRunLoopSource

At present Minefield processes Gecko events in a tight loop (repeated
calls to NS_ProcessNextEvent() in nsBaseAppShell::Run()) on the main
thread.  But this tight loop can be interrupted by modal activity (a
nested event loop that temporarily does its own event processing).
And unless the nested event loop also processes Gecko events Gecko
events will (temporarily) stop being processed.

Some of these nested event loops belong to the browser so they
(presumably) can take responsibility for processing Gecko events as
needed.  But others belong to the OS which knows nothing of Gecko
events.  Examples are native menus and context menus (only Camino
uses native context menus) plus the modal loop that runs while
someone is using a window's resize region (in the lower-right
corner) to resize it.  While these native event loops are running
no Gecko events are processed.  (For more information see bug 356720.)

The current nsAppShell.mm contains code (in ProcessGeckoEvents() and
ScheduleNativeEventCallback()) that's supposed to get around this
problem by also processing Gecko events on demand (triggered from
nsBaseAppShell::OnDispatchedEvent()).  But (for obscure timing
reasons about which more below) this code currently never processes
any Gecko events if we're also processing Gecko events in a tight loop
(in nsBaseAppShell::Run()).

My patch fixes this problem by no longer processing Gecko events in a
tight loop -- it _only_ processes Gecko events on demand.  As a
result Gecko events get processed even during native modal event
loops (and bug 356720 stops happening).

Several other changes were needed to make processing Gecko events only
on demand via a CFRunLoopSource work properly -- they're noted in the
patch's comments.

Camino currently only processes Gecko events on demand (it doesn't
call nsAppShell::Run() and doesn't process them in a tight loop).
But it uses a different method to schedule those events (not a
CFRunLoopSource) which still allows the processing of Gecko events to
stop during native modal event loops.  My patch's method fixes this
problem.

In principle it'd be nice to be able to process Gecko events on
demand _and also_ in a tight loop.  But that would require changes to
cross-platform widget code (in nsBaseAppShell.cpp particularly in
NativeEventCallback() and DoProcessNextNativeEvent()).

As far as I can tell my patch doesn't cause any event starvation
(Gecko or native).

Note (quoting from a comment in my patch):

nsBaseAppShell::NativeEventCallback() doesn't actually process any
Gecko events if elsewhere we're also processing Gecko events in a
tight loop (as happens in nsBaseAppShell::Run()) -- in that case
ProcessGeckoEvents() is always called while ProcessNextNativeEvent()
is running (called from nsBaseAppShell::OnProcessNextEvent()) and
mProcessingNextNativeEvent is always true (which makes
NativeEventCallback() take an early out).",major
CORE-353897,"See upcoming testcase which crashes current trunk build when the following rule in mathml.css is removed:
/* MathML doesn't permit positioning */
* * > *|* {
  position: static !important
}

Talkback ID: TB23627768X
nsMathMLContainerFrame::FixInterFrameSpacing  [mozilla\layout\mathml\base\src\nsmathmlcontainerframe.cpp line 1408]
nsMathMLContainerFrame::FinalizeReflow  [mozilla\layout\mathml\base\src\nsmathmlcontainerframe.cpp line 530]
nsMathMLContainerFrame::Reflow  [mozilla\layout\mathml\base\src\nsmathmlcontainerframe.cpp line 1136]
nsAbsoluteContainingBlock::ReflowAbsoluteFrame  [mozilla\layout\generic\nsabsolutecontainingblock.cpp line 563]",critical
CORE-450133, ,trivial
CORE-109389,"PLEventQueue (plevent.h plevent.c) was part of NSPR
before.  I moved it to mozilla/xpcom/threads right
before the NSPR 4.0 release but I did not change
the contents of the files.  Therefore the event
receiver window of PLEventQueue is still created
with the window class name NSPR:EventReceiver.

Several bugs have been filed about the event receiver
window hanging around after the Mozilla client exits.
Because of the NSPR:EventReceiver window class name
these bugs were assigned to the NSPR product and I
had to reassign them to the right product (Browser).
Therefore I'd like to change the event receiver
window class name to prevent future confusion.  I
propose changing NSPR to PLEventQueue.  I will
attach a patch.",trivial
OTHER_APPLICATIONS-491272,"If you stick this through the munger the 1st and 3rd channels are missing the # in the link:
  ##foo ##foo :) ##foo ##foo

This happens because the start of the channel-link munger is /(?:\s|\W|^) and the \W eats the # before ^ gets a go. The fix I originally came up with was just /(?:^|\s|\W) which is never going to survive if the regexp engine changes.

My new fix is /(?:\s|[^\w#]|^) which also fixes it and isn't as unstable. :)",minor
MOZILLA.ORG_GRAVEYARD-501696,Please svn up on webapp-php on stage.,minor
WWW.MOZILLA.ORG-412372,"Tracking bug to update new text for the software update dialog when users migrate from Fx2.0.x -> Fx3.0.x.

Current dialog is placeholder text pulled from the Fx1.5.x->Fx2.0.x bits.",major
CORE_GRAVEYARD-256328,"User-Agent:       Mozilla/5.0 (X11 U Linux i686 en-US rv:1.8a3) Gecko/20040819
Build Identifier: Mozilla/5.0 (X11 U Linux i686 en-US rv:1.8a3) Gecko/20040819

The Bob Cringely column uses a lot of CSS. It seems to break when viewed in Mozilla.



Reproducible: Always
Steps to Reproduce:",major
